employee_id,first_name,last_name,email,hire_date,job_title,department,salary,manager_id,address,city,state,zip_code,birth_date,status
1160,MICHAEL,PARKER,michael.parker@firm.com,2022-01-29,QA Engineer,Engineering,"""$75,500""",1002,8661 Farrell Crescent Apt. 696,North Thomashaven,WA,29780,1984-04-26,active
1161,Tammy,robertson,tammy.robertson@corp.org,2006-05-09,DevOps Engineer,Support,"""$49,500""",1012,994 Selena Brook,Fernandoside,GA,52809,1994-09-26,active
1162,howard,Glover,howard.glover@firm.com,2016-01-03,Manager,IT,122000,1006,9999 Lane Village,Williamschester,IL,61253,1970-01-05,On Leave
1163,guy,gilmore,guy.gilmore@firm.com,2022-04-04,Data Analyst,Marketing,78500,,71668 Woods Harbor Apt. 375,Heathermouth,WA,29258,1966-04-23,Active
1139,ROBERT,kaiser,robert.kaiser@business.io,2018-07-28,Data Engineer,Finance,84500,1013,0112 Hunter Ranch,,NY,54017,1982-02-12,Active
1165,Adam,Allen,adam.allen@business.io,2003-05-13,Data Engineer,HR,47000,1020,6981 Tamara Fords Apt. 187,Jasontown,TX,36973,1984-07-15,On Leave
1166,SHELBY,grant,shelby.grant@enterprise.net,2004-04-20,HR Specialist,Support,86500,1016,,Veleztown,FL,77066,1962-03-24,Active
1167,daniel,cordova,daniel.cordova@business.io,2011-11-20,Software Engineer,Operations,119000,1006,11917 Michael Key Suite 879,South Brandonside,NY,78121,1964-02-02,Active
1168,Ralph,Mccoy,ralph.mccoy@enterprise.net,2018-07-27,QA Engineer,Engineering,112500,1002,476 Rios Causeway,New Cherylstad,NY,31501,1993-12-06,On Leave
1169,RANDY,villa,randy.villa@firm.com,2020-02-22,DevOps Engineer,Finance,57000,1007,57656 Fischer Corners Suite 082,Wallsfurt,CA,71416,1967-10-03,On Leave
1170,Sergio,MULLEN,Sergio.Mullen@ENTERPRISE.NET,2000-07-21,Support Specialist,Support,"""$127,000""",1017,782 James Lodge Apt. 747,North Robinburgh,FL,42839,1995-04-13,Inactive
1171,Joseph,Ellis,joseph.ellis@business.io,2021-03-21,DevOps Engineer,Marketing,57500,,713 Collins Roads,Kellymouth,WA,,1961-09-05,active
1172,Cassandra,mcdaniel,cassandra.mcdaniel@business.io,2004-05-28,Support Specialist,Analytics,65000,1015,2075 Anderson Trail Apt. 793,Lake Jackiefurt,MA,86155,1998-12-23,Active
1173,Cody,SILVA,cody.silva@corp.org,2022-09-25,Director,IT,53000,,59102 Jennifer Shore Suite 907,Henrymouth,TX,15385,1978-02-04,On Leave
1174,Cristian,morales,cristian.morales@company.com,2010-11-07,Financial Analyst,HR,"99,000",1006,42447 Joseph Stravenue Apt. 047,Francismouth,GA,,1976-09-15,ACTIVE
1175,cody,KIM,Cody.Kim@CORP.ORG,2012-01-26,Scrum Master,IT,88500,1001,297 Michelle Gateway,South Edward,FL,08318,1989-03-24,active
1176,DANA,Davis,dana.davis@corp.org,2023-05-10,Financial Analyst,Sales,"116,500",1004,1702 Jennifer Orchard Suite 415,East Kenneth,FL,43322,1996-12-22,active
1177,amy,howard,AMY.HOWARD@ENTERPRISE.NET,2023-03-16,Software Engineer,Engineering,"66,500",1020,8679 Matthew Ramp Apt. 015,Debraview,NY,04481,1994-05-03,ACTIVE
1178,Jon,Briggs,jon.briggs@corp.org,2021-05-04,Data Analyst,Engineering,82000,1006,73696 Brown Mission,East Douglasberg,IL,60192,1990-02-19,Active
1179,jorge,stephens,jorge.stephens@corp.org,2013-10-10,Product Manager,IT,"""$138,500""",1012,676 Timothy Station Apt. 814,Angelastad,GA,65533,1978-11-11,ACTIVE
1180,Robin,combs,robin.combs@corp.org,2020-07-10,Manager,Marketing,"""$76,500""",,324 Guzman Fords,Andreaside,IL,22987,1966-06-04,Active
1181,sheena,Tyler,sheena.tyler@business.io,2018-02-04,Financial Analyst,Sales,97500,,,West Jenniferhaven,TX,24155,1979-03-31,ACTIVE
1182,Catherine,dorsey,catherine.dorsey@firm.com,2007-06-29,QA Engineer,Marketing,143000,,8898 Brown Shoal,Brownfort,MA,87004,1962-12-05,Inactive
1083,Stephanie,Mata,stephanie.mata@corp.org,2000-12-25,Data Engineer,Operations,"""$101,000""",1012,,Hawkinsmouth,NY,,1986-06-14,Inactive
1184,alexander,Lucas,alexander.lucas@firm.com,2006-11-13,HR Specialist,Support,126000,1001,87834 Gary Locks,North Natashatown,AZ,62129,1969-03-20,Active
1185,Jeffery,norton,jeffery.nortonfirm.com,2011-10-18,Product Manager,Finance,103500,1012,,New Susan,CA,09869,1997-04-19,ACTIVE
1186,denise,PARK,denise.park@firm.com,2004-07-17,Software Engineer,Operations,"119,500",1010,48892 Phyllis Villages,Lake Tamarafort,CA,86834,1971-06-24,Active
1187,darryl,graham,DARRYL.GRAHAM@CORP.ORG,2019-08-20,DevOps Engineer,Engineering,"70,000",1003,52733 Justin Glen,Amandamouth,GA,95305,1987-11-22,Active
1188,Ryan,Fischer,ryan.fischer@company.com,2007-02-24,DevOps Engineer,Marketing,"""$89,500""",1016,7661 Shannon Isle,South Vincent,IL,71247,1964-08-26,Inactive
1189,Raymond,HENDRIX,raymond.hendrix@company.com,2014-02-04,Data Engineer,Marketing,"""$127,500""",1017,107 Mikayla Stravenue,Murphybury,GA,72703,1960-07-21,On Leave
1190,Brent,hull,brent.hull@corp.org,2021-01-18,HR Specialist,IT,100000,1003,1555 Carrillo Well Apt. 602,Lake Amyfurt,CA,67347,1998-03-19,Inactive
1191,kelly,HENRY,kelly.henry@business.io,2005-04-28,Data Analyst,Support,"132,500",1004,450 Melissa Falls Suite 146,Connieville,MA,41228,1982-04-23,Active
1192,DAVID,Hancock,david.hancock@business.io,2021-03-22,Financial Analyst,Marketing,"121,000",1015,205 Booker Green Suite 644,North Jacquelineborough,IL,97488,1992-02-23,Inactive
1193,Arthur,THOMAS,arthur.thomas@firm.com,2005-06-01,Data Engineer,Support,"""$86,500""",1007,04627 Woods Mountains,Jameshaven,OH,03813,1998-03-24,On Leave
1194,Vanessa,MARTINEZ,vanessa.martinez@firm.com,2021-08-30,Data Analyst,Legal,"137,500",1006,85469 Torres Port Suite 091,Sarahview,TX,34918,1982-10-20,active
1195,Amanda,Ramos,amanda.ramos@corp.org,2022-12-24,Director,Finance,"145,500",1011,8895 Antonio Way Suite 507,Patricktown,IL,90648,1973-05-29,active
1196,julie,Harrington,julie.harrington@enterprise.net,2018-09-22,QA Engineer,Analytics,"""$133,000""",1018,7860 Lauren Loop Suite 216,East Dianastad,FL,69205,1990-03-30,active
1197,Amanda,GEORGE,amanda.george@corp.org,2013-03-28,Business Analyst,Sales,134000,1012,682 Victor Port,Franciscoland,FL,85624,1969-02-24,Inactive
1198,Donald,Vargas,donald.vargas@enterprise.net,2002-05-31,Director,Marketing,132500,1020,49611 Stephanie Villages,Vickifort,IL,57137,1960-07-31,ACTIVE
1199,sandra,garcia,sandra.garcia@company.com,2019-03-22,Business Analyst,HR,"""$108,000""",1006,761 Crystal Circle Apt. 252,Port Aaronton,AZ,66741,1972-07-08,On Leave
1200,BRYCE,RICHARD,bryce.richard@company.com,2014-04-04,QA Engineer,Legal,"""$64,000""",1017,34693 Tara Junction Apt. 319,Thomastown,WA,91328,1983-07-27,On Leave
1201,Michael,Johnson,michael.johnson@firm.com,2000-05-24,Software Engineer,Marketing,122500,1008,29480 Simpson Stravenue Suite 145,Ericfurt,OH,57557,,On Leave
1202,Crystal,WEBER,crystal.weber@enterprise.net,2022-10-27,Data Analyst,HR,"""$99,000""",,388 Michael Forest Suite 852,East Taramouth,TX,79892,1979-12-27,Active
1203,John,PARKER,john@business,2003-03-27,Manager,Operations,"""$125,000""",1015,948 Stephenson Throughway,New Charleston,GA,40891,1993-07-03,active
1202,diane,FITZGERALD,diane.fitzgerald@company.com,2002-11-02,Data Engineer,Operations,"""$133,000""",1003,140 Kirk Creek Suite 121,New Pamela,NY,21264,1993-11-28,ACTIVE
1205,Vanessa,WRIGHT,vanessa.wright@firm.com,2006-06-18,Manager,Analytics,"""$124,000""",,777 Underwood Groves Suite 077,Ryanborough,CA,67965,1973-05-15,active
1206,LORETTA,Kim,loretta.kim@firm.com,2008-04-02,Software Engineer,Sales,116000,1007,2056 Christopher Mill Suite 773,East Cathy,FL,47632,1969-11-26,Inactive
1207,kenneth,smith,kenneth.smith@enterprise.net,2010-07-09,HR Specialist,Support,72500,1007,1751 Robert Summit,Port Michael,GA,34973,1964-06-27,ACTIVE
1208,diane,williams,diane.williams@business.io,2016-02-15,QA Engineer,Analytics,124000,1016,123 Young Flats,Craigland,IL,97011,1966-01-09,Active
1209,HAILEY,HOLDER,hailey.holder@company.com,2001-05-26,QA Engineer,Engineering,111500,1019,9089 Brown Bypass,New Lauren,FL,92943,1996-06-14,Active
1210,Mark,ROSE,Mark.Rose@FIRM.COM,2027-01-02,Support Specialist,Support,140500,1006,4501 Sara Harbors,Davisview,TX,01631,1998-01-14,active
1211,Joseph,ADAMS,joseph.adams@company.com,2023-03-26,Data Analyst,Sales,"82,500",1015,8779 Knight Valleys Suite 061,Lorihaven,IL,46677,1995-07-03,On Leave
1212,johnny,estrada,johnny.estrada@company.com,2016-11-17,QA Engineer,HR,102500,1012,3851 Vaughn Branch Apt. 388,Hudsonbury,TX,49083,1969-12-30,On Leave
1213,Jay,perry,jay.perry@company.com,2018-08-07,Data Engineer,Legal,"""$78,500""",1016,51546 John Rest,Mitchellshire,IL,17141,1996-05-21,On Leave
1214,Nancy,Bradley,nancy.bradley@corp.org,2008-01-28,HR Specialist,Analytics,88000,1019,74442 Sullivan Stream Suite 084,West Christina,IL,28989,1983-03-05,ACTIVE
1215,Kevin,RAY,kevin@corp,2022-11-30,DevOps Engineer,Legal,57000,1011,06103 Henry Brooks Apt. 782,Serranobury,OH,49392,1971-11-12,On Leave
1216,PAUL,Harris,paul.harris@business.io,2001-10-01,QA Engineer,IT,137500,1004,45579 Murillo Keys,,OH,72812,1999-05-17,Inactive
1217,Dana,FERGUSON,dana.ferguson@business.io,2004-05-19,QA Engineer,Legal,"52,500",1008,615 Downs Crest,Ericksonborough,AZ,64263,1979-02-01,Inactive
1218,ray,NICHOLSON,ray.nicholson@enterprise.net,2004-10-12,Support Specialist,Operations,91000,1009,101 Ramos Track,South Patricia,MA,25849,1966-12-10,Inactive
1219,Eric,williamson,eric.williamson@enterprise.net,2017-11-09,Manager,Analytics,53000,1004,17702 Porter Ford Apt. 241,Shannonbury,AZ,48897,1993-01-02,ACTIVE
1220,jose,reid,jose.reid@company.com,2006-07-09,Business Analyst,Legal,113500,1003,54957 Helen Mill Suite 737,Caseyton,AZ,61320,1981-02-26,ACTIVE
1221,Jacob,MOORE,jacob.moore@business.io,2028-03-05,Support Specialist,HR,"""$103,000""",1002,589 Smith Springs,Henrymouth,CA,35886,1996-01-23,active
1222,shawna,Davis,shawna.davis@business.io,2023-03-23,Support Specialist,Marketing,"131,500",1003,4575 Michael Plaza Apt. 939,Amandaport,TX,83984,1960-09-08,Active
1223,Catherine,Dyer,catherine.dyer@business.io,2003-03-31,Scrum Master,Support,"73,500",1004,518 Andrea Ranch,Lake Bryan,TX,41746,1982-07-27,Inactive
1224,Jacqueline,HERNANDEZ,jacqueline.hernandez@firm.com,2021-08-14,Financial Analyst,Sales,"""$69,000""",1008,185 Michelle Lock Suite 005,West Chelseamouth,GA,60035,1965-03-19,Active
1225,matthew,REYNOLDS,matthew.reynolds@corp.org,2015-11-10,HR Specialist,Finance,110000,1007,95297 Clark Springs,West Danielle,IL,09540,1969-10-20,Active
1226,charles,Mays,charles.mays@business.io,2024-04-15,Support Specialist,Operations,146000,1020,894 Ann Squares,New Crystal,GA,84304,1961-11-23,Active
1227,laura,HANNA,laura.hanna@business.io,2024-04-03,Financial Analyst,IT,"""$101,000""",1006,9471 Vargas Crest Apt. 797,New Jasmineton,WA,68248,1961-06-17,On Leave
1228,sharon,Carr,sharon.carr@enterprise.net,2015-05-23,DevOps Engineer,Operations,59000,1007,96392 Alexandria Mountains,Santosland,TX,97787,1976-05-31,ACTIVE
1229,william,LUTZ,william.lutz@business.io,2006-09-16,Data Engineer,Sales,"140,500",,391 Gabriel Port Suite 662,South Margaretton,AZ,,1981-03-20,ACTIVE
1230,robert,SPENCER,robert.spencer@enterprise.net,2004-04-26,Financial Analyst,IT,132500,1012,2795 Lang Glen Apt. 840,Gavinmouth,TX,69197,1980-03-06,On Leave
1231,kelly,turner,kelly.turner@enterprise.net,2022-11-24,Manager,HR,"136,500",1003,46564 Stephenson Rest,Gutierrezborough,CA,39310,1981-11-13,active
1232,Veronica,JOHNSON,veronica.johnson@enterprise.net,2017-09-27,Manager,HR,"""$93,500""",1012,3288 Evans Route Suite 117,Sharpland,CA,45182,1972-03-02,Active
1233,GINA,Mckee,gina@business,2001-03-07,DevOps Engineer,Operations,87000,1003,1848 Greene Cape Apt. 952,Simpsonmouth,IL,10072,1994-07-31,Active
1234,joshua,Martin,joshua.martin@enterprise.net,2020-12-15,Manager,Support,106000,1018,200 Martinez Station Suite 374,North Christopherton,OH,65204,1999-01-24,active
1235,michelle,AYALA,michelle.ayala@corp.org,2019-10-27,Manager,Marketing,"83,000",1005,,North Roberthaven,MA,89359,1973-10-23,active
1236,SCOTT,Brown,scott.brown@company.com,2008-06-16,DevOps Engineer,Finance,"108,500",,9188 Fernandez Plains Suite 802,Stephanieside,AZ,00590,1978-06-20,active
1237,adam,Turner,adam.turner@firm.com,2018-07-10,HR Specialist,Support,147000,1005,,,OH,,1968-06-07,active
1238,ERIC,nelson,eric.nelson@business.io,2010-06-11,Product Manager,Marketing,55000,,,Teresamouth,IL,36037,1964-01-17,Active
1239,Caitlin,Mitchell,caitlin.mitchell@corp.org,2011-03-21,Product Manager,Finance,"""$85,000""",1004,099 Sara Fords Suite 107,Tuckerstad,TX,55477,1996-08-28,active
1240,sarah,brown,sarah.brown@corp.org,2001-11-22,Software Engineer,Finance,"""$107,000""",1009,40215 Shields Villages,,FL,72679,1993-05-28,ACTIVE
1034,JARED,hernandez,jared.hernandez@firm.com,2021-04-26,Financial Analyst,IT,"""$113,000""",1003,863 Hatfield Road,North Derek,CA,10615,1990-11-17,On Leave
1242,dylan,Meadows,dylan.meadows@enterprise.net,2019-09-05,Software Engineer,Engineering,60500,,768 Jon Brook Apt. 341,East Michael,AZ,17543,1992-11-20,Inactive
1243,lance,carrillo,lance.carrillo@firm.com,2024-11-15,Software Engineer,Sales,44000,1015,0726 Hunter Lodge,South Kellymouth,WA,27433,1967-03-12,Active
1244,VICTOR,jackson,victor.jackson@firm.com,2008-07-07,Financial Analyst,Analytics,"""$124,500""",1018,70973 Lawrence Circle Suite 858,Stoneport,IL,15109,1983-07-05,Active
1245,mandy,mcintosh,mandy.mcintosh@company.com,2017-06-06,Data Analyst,IT,99000,1019,4938 Moore Courts,Port Lori,MA,16832,1989-07-06,On Leave
1246,Charlene,Jackson,charlene@business,2002-08-13,Director,Sales,"""$116,000""",1002,72335 Anderson Roads,Mooreside,TX,42232,1996-12-11,ACTIVE
1247,Dawn,sanchez,DAWN.SANCHEZ@FIRM.COM,2004-09-24,Scrum Master,HR,118500,1015,63134 Nelson Track,New Justinhaven,AZ,36419,1994-05-16,active
1248,Lindsay,MCDONALD,lindsay.mcdonald@enterprise.net,2018-06-30,Scrum Master,Sales,"118,000",1011,6192 Michael Brook,Leonardland,NY,86370,1994-04-12,On Leave
1058,Keith,GREEN,keith.green@enterprise.net,2026-12-16,Support Specialist,HR,"""$147,000""",,3291 Erica Trail Suite 469,Milesmouth,WA,83687,1969-08-20,active
1250,KRISTIN,Weber,kristin.weber@company.com,2009-10-02,Support Specialist,Analytics,"45,000",,59882 Maldonado Courts,Reynoldsstad,NY,12981,1992-12-08,Inactive
1251,Keith,Adams,keith.adamscompany.com,2010-03-03,QA Engineer,IT,"120,500",1001,56828 Miller Estates,Lake Angela,TX,59496,1993-07-15,Inactive
1252,SHANE,reeves,shane.reeves@firm.com,2004-01-15,Business Analyst,IT,91500,1013,7404 Gonzalez Branch,Devinhaven,IL,19891,1969-12-17,ACTIVE
1253,jesse,Li,jesse@firm,2023-07-08,Data Engineer,Legal,67000,1014,72097 Banks Land,Tranview,NY,27547,1971-01-17,active
1254,RYAN,Downs,ryan@business,2019-10-04,Business Analyst,IT,142000,1012,5426 Jennifer Loaf Suite 755,South Philip,FL,,1962-01-05,Active
1255,kelly,glenn,kelly.glenn@business.io,2026-12-03,Business Analyst,HR,"""$105,500""",1018,32638 Rowe Heights,Sydneyberg,FL,22318,1993-03-12,On Leave
1256,Michael,MOSS,michael.moss@business.io,2000-05-16,Data Engineer,Legal,86000,1012,4211 Nathaniel Plains,Port Nancyshire,WA,39790,1962-12-27,Active
1257,jason,garrison,Jason.Garrison@FIRM.COM,2000-12-18,Financial Analyst,Marketing,"67,500",1010,497 Patricia Hills,North Earl,OH,68614,1961-10-13,active
1258,Derek,SUTTON,derek.sutton@company.com,2012-07-26,Data Engineer,Support,55000,1013,381 Navarro Points Apt. 494,North Michaelport,FL,06730,1970-02-12,On Leave
1259,Jocelyn,gordon,jocelyn.gordon@corp.org,2009-01-27,Scrum Master,HR,53000,1017,22561 Townsend Plaza,North Juliebury,CA,24097,1998-09-10,ACTIVE
1260,MELVIN,MARTINEZ,MELVIN.MARTINEZ@ENTERPRISE.NET,2018-07-28,Software Engineer,Support,"75,000",1009,98651 Day Terrace,Stevensmouth,TX,05443,1978-06-12,Inactive
1261,AMY,BALL,amy.ballfirm.com,2016-10-09,Scrum Master,IT,"146,500",1016,05504 Stephen Gateway,South Kevin,TX,84688,1968-04-02,Inactive
1262,Chad,Baker,chad.baker@business.io,2020-07-10,DevOps Engineer,Support,"""$67,500""",1002,48110 Kyle Tunnel Apt. 327,Sarabury,NY,69401,1999-10-25,On Leave
1263,ronald,ramirez,ronald.ramirez@company.com,2023-02-25,HR Specialist,Engineering,117500,1007,85351 Billy Ford Suite 573,South David,OH,83257,1994-04-28,Inactive
1264,PAM,baker,pam.baker@firm.com,2024-07-05,Director,Engineering,"""$86,500""",1015,834 Peter Overpass Suite 686,Deannaland,IL,62967,1966-01-25,Active
1265,Brian,roth,brian.roth@enterprise.net,2017-03-24,Scrum Master,HR,"138,500",1020,8055 Barrera Ville,West William,IL,27628,1992-08-09,Inactive
1266,William,mccann,william.mccann@business.io,2008-02-08,Product Manager,Sales,"""$52,000""",1001,63027 Abigail Summit,Holmesmouth,MA,18745,1965-04-10,On Leave
1267,DAVID,MAXWELL,david.maxwell@corp.org,2012-06-22,Software Engineer,HR,"""$117,500""",1007,2015 Fitzgerald Ridges,Zacharytown,CA,,1987-10-20,ACTIVE
1268,JEREMY,gonzalez,jeremy.gonzalez@enterprise.net,2007-12-16,DevOps Engineer,Analytics,133000,1002,3925 Parks Fields,Ochoaland,CA,84473,1980-06-04,On Leave
1269,Kristin,bryan,kristin.bryan@corp.org,2002-08-11,Scrum Master,Operations,110000,1017,4716 Gonzales Camp,Cohenview,AZ,74992,1964-11-25,On Leave
1270,Randy,HUNT,randy.huntbusiness.io,2008-01-26,Data Engineer,Analytics,115000,1010,2795 Nielsen Lodge,Smithland,WA,99343,1999-08-21,ACTIVE
1130,Roberta,SALAZAR,roberta.salazar@enterprise.net,2003-01-16,DevOps Engineer,Support,"""$74,500""",1011,8639 Evans Club,Christinashire,MA,54976,1973-10-21,ACTIVE
1272,Elizabeth,CRAIG,elizabeth.craig@business.io,2024-02-01,Support Specialist,Marketing,"""$95,500""",1014,600 Combs Mountains,South Josehaven,WA,51920,1975-01-12,Active
1273,ROBERT,Mckenzie,robert.mckenzie@business.io,2007-06-12,Financial Analyst,IT,"114,500",1020,36355 Miller Tunnel Suite 269,Russellside,MA,42636,1985-08-11,On Leave
1274,mary,Williams,mary.williams@company.com,2001-09-04,Manager,Finance,"61,500",1015,57616 Stewart Mews,Shaneburgh,WA,92941,1994-11-21,On Leave
1275,THOMAS,diaz,thomas.diazcorp.org,2001-08-21,Support Specialist,Analytics,"86,000",1017,,Chapmanfurt,FL,,1980-08-09,ACTIVE
1276,james,ELLIS,JAMES.ELLIS@CORP.ORG,2023-11-16,Support Specialist,Sales,"""$136,500""",1004,476 Thornton View Apt. 659,Sydneybury,IL,51838,1974-04-25,On Leave
1277,lauren,Boyd,LAUREN.BOYD@COMPANY.COM,2015-03-12,Software Engineer,Analytics,93000,1001,644 Lauren Street,West April,MA,40716,1984-03-31,ACTIVE
1278,DAVID,taylor,david.taylor@firm.com,2020-11-20,Scrum Master,Engineering,52500,1015,8631 Ellis Meadows Suite 432,Kariton,AZ,50252,1985-06-20,ACTIVE
1279,jon,hardin,jon.hardin@enterprise.net,2014-07-26,Manager,Operations,"99,000",,1917 Andrew Fords Apt. 406,Port Jonathan,CA,86824,1980-05-01,active
1280,jennifer,smith,jennifer.smith@business.io,2010-09-13,Support Specialist,Legal,67000,1016,1704 Hughes Mountain,Palmerburgh,IL,77638,1987-11-07,On Leave
1281,ANTHONY,Young,anthony@company,2020-10-06,Data Analyst,Support,108000,1015,176 Rich Key Apt. 476,South Thomasburgh,TX,29220,1974-08-05,Active
1282,KATHRYN,Williams,kathryn.williams@corp.org,2013-01-27,Scrum Master,Operations,115500,1007,2194 George Isle,New Cristianland,AZ,,1977-06-29,Inactive
1283,MORGAN,thompson,morgan.thompsonenterprise.net,2024-08-14,DevOps Engineer,Support,35000,1012,1232 Donald Mall,Daniellehaven,GA,49409,1962-05-20,Inactive
1284,MARIO,NGUYEN,mario.nguyenfirm.com,2016-02-28,Business Analyst,Engineering,89500,1005,838 Richard Shoal,Andreamouth,GA,28186,1997-09-04,On Leave
1285,jeffrey,TORRES,jeffrey.torres@firm.com,2022-11-07,Support Specialist,Engineering,107500,1013,77741 Ashley Lodge,Elliottfurt,AZ,89080,1979-01-09,On Leave
1286,Carl,Escobar,carl.escobar@enterprise.net,2021-08-07,Product Manager,Sales,"""$45,500""",1017,4294 Cruz Plain,New Melissaside,CA,06941,1990-12-22,On Leave
1287,Alison,KNAPP,alison.knapp@company.com,2023-12-31,Financial Analyst,Operations,"36,500",1017,5802 Nelson Alley Suite 905,Schwartzmouth,FL,48651,1994-12-03,Active
1288,MICHELLE,brown,MICHELLE.BROWN@FIRM.COM,2002-04-25,Data Analyst,Operations,"73,000",1020,589 Harrell Crescent Suite 859,South Kelly,NY,66919,1989-06-10,On Leave
1289,MACKENZIE,MATTHEWS,mackenzie.matthewsbusiness.io,2007-11-13,Data Analyst,HR,137500,1016,621 Lee Court Apt. 179,Lisachester,GA,52485,1971-09-20,ACTIVE
1290,amy,dyer,amy.dyer@enterprise.net,2011-11-10,Scrum Master,Sales,142500,1006,674 Chad Union,Georgeberg,IL,29340,1993-11-20,active
1291,Sharon,Clark,sharon.clark@business.io,2014-02-28,DevOps Engineer,Support,"124,500",1004,188 Bryant Light,Thompsonland,AZ,67620,1983-10-14,ACTIVE
1292,duane,WILSON,duane.wilsonfirm.com,2023-04-28,Data Analyst,IT,124000,,905 Brown Place,Port Christopherville,TX,35718,1975-02-19,Active
1072,ZACHARY,Williams,zachary.williams@company.com,2009-09-22,Scrum Master,Support,118500,1004,418 Adam Stravenue Apt. 428,Beckerfurt,MA,76062,1986-11-20,Inactive
1294,Ricardo,ramsey,ricardo.ramsey@enterprise.net,2014-07-04,Software Engineer,Operations,"56,000",1009,26929 Escobar Track Apt. 740,Wilsontown,TX,79156,1971-07-18,Inactive
1295,John,SILVA,john@firm,2009-10-18,Support Specialist,Operations,119500,,550 Richard Trail Apt. 178,West Gabrielleview,NY,94205,1987-07-17,active
1296,michele,bean,michele.bean@enterprise.net,2000-03-01,Scrum Master,Analytics,127500,,82660 Walker Coves,Marissatown,MA,11288,1983-02-13,active
1297,JOHNNY,rojas,johnny.rojas@enterprise.net,2004-01-25,Data Engineer,Finance,105000,1011,375 Thomas Row Suite 625,Nicholsonhaven,FL,67719,1976-05-21,active
1298,Michael,JOHNSON,michael.johnson@business.io,2006-04-11,Scrum Master,Sales,"60,500",,56151 Mitchell Centers,East Deborah,NY,,1961-08-07,Active
1299,ROBERT,WARD,robert.ward@corp.org,2023-06-19,Software Engineer,HR,124000,1018,153 Richardson Knoll Suite 791,Carlaland,NY,01785,1980-07-23,Active
1300,TANYA,Johnson,TANYA.JOHNSON@COMPANY.COM,2004-05-13,Support Specialist,Support,115000,,57687 Chan Landing Apt. 176,Port Matthew,GA,33540,1980-06-18,On Leave
1301,TARA,cole,tara.cole@enterprise.net,2009-07-25,Manager,Marketing,41000,1011,563 Zachary Glen Apt. 776,,CA,40550,1994-04-13,Inactive
1302,Destiny,JORDAN,destiny.jordan@company.com,2003-08-15,Business Analyst,Engineering,36000,1003,0943 Jeremy Mountains,Terrychester,GA,70021,1960-04-14,Active
1303,carrie,JOHNSON,carrie.johnson@business.io,2003-12-13,QA Engineer,Analytics,"143,500",1012,0319 Mary Viaduct Suite 966,South Nicole,MA,66205,1988-02-18,active
1304,TAYLOR,torres,taylor.torres@company.com,2021-04-12,HR Specialist,Marketing,58000,,07891 Monique Street Suite 096,South Jill,IL,39397,,On Leave
1305,VANESSA,MOORE,vanessa.moore@corp.org,2014-08-15,Director,Legal,61000,1011,59538 Espinoza Vista Apt. 023,South Kimchester,MA,91210,1978-10-18,ACTIVE
1306,Luis,PARKER,LUIS.PARKER@BUSINESS.IO,2016-10-02,Business Analyst,Support,"""$95,000""",1012,104 Cameron Centers Apt. 459,Smithland,GA,96285,1966-02-12,active
1307,alexander,Patterson,alexander.patterson@firm.com,2024-10-17,Product Manager,Operations,"""$65,000""",1017,414 Flores Divide,Torresfort,WA,07694,1998-05-09,On Leave
1308,JENNIFER,RUSSELL,jennifer.russell@firm.com,2018-09-27,Scrum Master,Analytics,40000,1017,15578 Richard Springs Apt. 942,West Seth,GA,65942,1961-12-25,active
1309,Jamie,CURTIS,jamie.curtis@company.com,2028-03-18,Scrum Master,HR,56000,1019,6726 Gomez Burgs Apt. 929,East Phyllistown,NY,93622,1973-09-03,active
1310,Melissa,SANCHEZ,melissa.sanchez@enterprise.net,2012-02-07,Business Analyst,IT,"115,500",1007,597 Stanley Plain,Parkermouth,AZ,,1991-04-24,On Leave
1311,Jonathan,Johnson,jonathan.johnson@firm.com,2009-03-08,Business Analyst,Finance,79000,1004,1082 Lucero Cape,Hernandezville,GA,73087,1966-03-17,active
1312,Kelli,johnson,kelli.johnson@firm.com,2005-07-03,Data Engineer,Analytics,128000,1018,150 Barbara Meadow,Charlesbury,IL,09549,1981-02-02,Active
1313,stephanie,Gross,stephanie.gross@company.com,2022-04-06,Manager,Engineering,"149,500",1001,3936 Benson Mount,,TX,91733,1966-10-01,ACTIVE
1314,jennifer,Mckinney,jennifer.mckinney@firm.com,2018-06-20,QA Engineer,Engineering,80000,1011,520 Delgado Mountains Suite 120,Wrightmouth,IL,13173,1985-12-16,active
1315,Jessica,shah,jessica.shah@company.com,2012-10-03,Business Analyst,HR,57000,1006,,Wilsonstad,IL,53609,1980-06-13,ACTIVE
1316,cesar,HEATH,cesar.heathcompany.com,2015-06-04,Product Manager,HR,84000,1006,596 Johnson Station,Lake Brian,OH,71761,1966-08-20,active
1317,joseph,BARRETT,joseph.barrett@enterprise.net,2006-08-06,Software Engineer,HR,"""$109,000""",1015,29843 Kelsey Via Apt. 462,East Leahshire,MA,44451,1995-11-13,On Leave
1318,Gabrielle,Graves,gabrielle.graves@firm.com,2012-06-19,DevOps Engineer,Finance,38000,1015,93958 Burke Summit,Moranland,WA,06250,1968-10-11,Inactive
1319,ERICA,Smith,erica.smith@enterprise.net,2027-04-21,DevOps Engineer,Engineering,"75,500",1018,33127 Julie Center Suite 408,North Amanda,GA,60773,1975-10-05,Active
